rotten_tomatoes_link,movie_title,content_rating,genre,directors,original_release_date,streaming_release_date,runtime,production_company,audience_rating,audience_count
m/102_dalmatians,102 Dalmatians,G,COMEDY,Kevin Lima,2000-11-22,2016-07-12,100,Buena Vista Pictures,32,406533
m/1030142-champ,The Champ,NR,DRAMA,King Vidor,1931-11-21,2017-01-04,86,MGM,74,617
m/1030146-narrow_margin,Narrow Margin,R,ACTION & ADVENTURE,Peter Hyams,1990-09-21,2016-10-08,97,Live Home Video,50,2812
m/1030244-red_dust,Red Dust,NR,DRAMA,Victor Fleming,1932-01-01,2013-11-27,83,MGM,78,967
m/1030864-desperate_hours,Desperate Hours,R,DRAMA,Michael Cimino,1990-10-05,2017-06-01,106,Metro Goldwyn Mayer,23,3280
m/1031086-ghost,Ghost,PG-13,COMEDY,Jerry Zucker,1990-07-13,2013-08-01,127,Paramount Pictures,80,469588
m/1031087-memphis_belle,Memphis Belle,PG-13,ACTION & ADVENTURE,Michael Caton-Jones,1990-09-07,2009-06-01,108,MVD Music Video,79,29775
m/1031274-faust,Faust,NR,HORROR,F.W. Murnau,1926-12-05,2017-05-22,117,MGM,91,5580
m/1031278-gun_crazy,Gun Crazy (Deadly Is the Female),R,ACTION & ADVENTURE,Joseph H. Lewis,1950-01-20,2016-11-21,87,United Artists,84,3263
m/1031385-jungle_book,The Jungle Book,PG,ACTION & ADVENTURE,Wolfgang Reitherman,1967-10-18,2016-08-10,78,Buena Vista Pictures,82,715040
m/1031440-long_goodbye,The Long Goodbye,R,DRAMA,Robert Altman,1973-03-07,2017-04-18,112,United Artists,88,10294
m/1031458-houdini,Houdini,NR,DRAMA,George Marshall,1953-07-02,2016-08-10,106,Paramount Home Video,59,620
m/1031472-avalon,Avalon,PG,DRAMA,Barry Levinson,1990-10-05,2013-04-19,126,Sony Pictures Home Entertainment,77,3236
m/1031635-rookie,The Rookie,R,ACTION & ADVENTURE,Clint Eastwood,1990-12-07,2009-01-01,121,Warner Home Video,36,20594
m/1031744-long_walk_home,The Long Walk Home,PG,DRAMA,Richard Pearce,1990-12-21,2016-10-08,97,Miramax,84,5412
m/1031763-anastasia,Anastasia,NR,DRAMA,Anatole Litvak,1956-12-13,2015-11-25,105,20th Century Fox,78,13705
m/1031766-jane_eyre,Jane Eyre,R,DRAMA,Robert Stevenson,1944-02-03,2015-10-27,96,RKO Pictures,83,5836
m/1031984-pit_and_the_pendulum,The Pit and the Pendulum,R,HORROR,Stuart Gordon,1991-06-27,2016-11-30,97,MGM,39,2249
m/1032176-goodfellas,GoodFellas,R,DRAMA,Martin Scorsese,1990-09-19,2008-08-15,146,Warner Bros.,97,429632
m/1032180-after_hours,After Hours,R,COMEDY,Martin Scorsese,1985-09-13,2008-05-01,97,Warner Bros. Pictures,87,22165
m/1032182-white_fang,White Fang,PG,ACTION & ADVENTURE,Randal Kleiser,1991-01-18,2016-07-08,109,Buena Vista Pictures,63,39910
m/1032409-boy_meets_girl,Boy Meets Girl (1984),R,DRAMA,Leos Carax,1984-11-21,2017-02-10,100,Franco London Films,73,672
m/1032518-mata_hari,Mata Hari,NR,ACTION & ADVENTURE,George Fitzmaurice,1932-06-01,2016-11-21,91,MGM Home Entertainment,55,1349
m/1032522-alice,Alice,PG-13,COMEDY,Woody Allen,1990-12-25,2016-12-02,106,"MGM Pictures, Inc.",57,6869
m/1032750-hidden_agenda,Hidden Agenda,R,DRAMA,Ken Loach,1990-09-11,2017-05-01,108,HBO Video,72,771
m/1032795-connection,The Connection,NR,DRAMA,Shirley Clarke,,2016-11-20,110,Films Around the World,79,126
m/1032798-entertainer,The Entertainer,NR,DRAMA,Tony Richardson,1960-01-01,2016-09-29,97,Continental,73,1166
m/1032814-sorry_wrong_number,"Sorry, Wrong Number",NR,DRAMA,Anatole Litvak,1948-09-01,2017-01-13,89,Paramount Pictures,78,4899
m/1032970-awakenings,Awakenings,PG-13,DRAMA,Penny Marshall,1990-12-19,2012-04-16,121,Columbia Pictures,89,55182
m/1033465-true_colors,True Colors,R,DRAMA,Herbert Ross,1991-03-15,2013-08-01,112,Paramount Home Video,45,4945
m/1034067-switch,Switch,R,COMEDY,Blake Edwards,1991-05-10,2016-10-01,104,HBO Video,43,6961
m/1034131-field,The Field,PG-13,DRAMA,Jim Sheridan,1990-01-01,2002-02-26,107,Live Home Video,81,2808
m/1034151-oscar,Oscar,PG,COMEDY,John Landis,1991-04-26,2016-03-04,109,Touchstone Pictures,63,21122
m/1035050-night_nurse,Night Nurse,NR,DRAMA,"William Wellman, Igor Auzins",1931-08-08,2016-11-21,72,Warner Bros. Pictures,73,918
m/1035061-fury,Fury,NR,DRAMA,Fritz Lang,1936-05-29,2012-04-16,90,WARNER BROTHERS PICTURES,89,3092
m/1035065-possessed,Possessed,NR,DRAMA,"Clarence Brown, Curtis Bernhardt",1947-07-26,2016-08-11,108,Warner Bros. Pictures,76,1238
m/1035316-born_to_kill,Born to Kill,NR,DRAMA,Robert Wise,1947-01-01,2016-05-23,92,WARNER BROTHERS PICTURES,75,651
m/1035639-toy_soldiers,Toy Soldiers,R,ACTION & ADVENTURE,"Daniel Petrie Sr., Daniel Petry, Daniel Petrie Jr.",1991-04-26,2012-04-16,112,Sony Pictures Home Entertainment,66,39419
m/1036052-come_and_see,Come and See (Idi i smotri),NR,DRAMA,Elem Klimov,1985-10-17,2015-01-28,142,Kino International,95,8575
m/1036129-miracle,The Miracle,PG,DRAMA,Neil Jordan,1991-06-01,,96,Live Home Video,62,102
m/1036179-hot_shots,Hot Shots!,PG-13,COMEDY,Jim Abrahams,1991-07-31,2015-11-25,85,Twentieth Century Fox Home Entertainment,65,157638
m/1036458-dogfight,Dogfight,R,DRAMA,Nancy Savoca,1991-09-13,2012-04-16,95,Warner Home Video,87,7696
m/1036553-hitman,The Hitman,R,ACTION & ADVENTURE,Aaron Norris,1991-10-25,2012-06-01,95,Cannon Home Video,45,5277
m/1036653-teachers_pet,Teacher's Pet,NR,COMEDY,George Seaton,1958-04-01,2016-01-11,120,Paramount Home Video,71,3154
m/1036952-shattered,Shattered,R,DRAMA,Wolfgang Petersen,1991-10-11,2016-08-02,98,MGM Home Entertainment,56,4371
m/1036976-romeo_and_juliet,Romeo and Juliet,NR,DRAMA,George Cukor,1936-09-03,2016-11-21,126,MGM,50,6
m/1037015-doctor,The Doctor,PG-13,DRAMA,Randa Haines,1991-07-24,2016-02-19,125,Touchstone Pictures,72,3351
m/1037017-paradise,Paradise,PG-13,DRAMA,Mary Agnes Donoghue,1991-09-18,2016-08-10,111,Touchstone Pictures,50,3747
m/1037024-commitments,The Commitments,R,COMEDY,Alan Parker,1991-08-14,2017-03-18,117,20th Century Fox Film Corporation,90,28391
m/1037161-frankie_and_johnny,Frankie & Johnny,R,COMEDY,Garry Marshall,1991-10-11,2016-08-10,118,Paramount Home Video,67,21617
m/1037177-deceived,Deceived,PG-13,DRAMA,"Damian Harris, Damien Harris",1991-09-27,2016-03-06,103,Buena Vista Pictures,42,3744
m/1037244-star,The Star,NR,DRAMA,Stuart Heisler,1952-12-11,2012-07-24,89,20th Century Fox Film Corporation,60,1288
m/1037447-poison,Poison,NC17,DRAMA,Todd Haynes,1991-04-05,2017-03-13,86,Zeitgeist Films,68,1906
m/1037581-cape_fear,Cape Fear,R,DRAMA,Martin Scorsese,1991-11-13,2016-04-19,128,MCA/Universal Pictures,77,68798
m/1037599-voyager,Homo Faber (Voyager),PG-13,DRAMA,Volker Schlöndorff,1991-02-21,2020-03-12,117,Academy Entertainment,72,552
m/1037649-my_girl,My Girl,PG-13,COMEDY,Howard Zieff,1991-11-27,2012-04-16,102,Sony Pictures Home Entertainment,77,394678
m/1037756-jfk,JFK,R,DRAMA,Oliver Stone,1991-12-20,2008-12-26,189,Warner Bros.,88,62583
m/1037780-man_in_the_moon,The Man in the Moon,PG-13,DRAMA,Robert Mulligan,1991-08-30,2017-01-01,99,MGM,85,33335
m/1037786-prize,The Prize,NR,ACTION & ADVENTURE,Mark Robson,1963-01-01,2012-04-16,136,MGM,68,730
m/1037789-train,The Train,NR,ACTION & ADVENTURE,Jayaraaj,1965-03-07,2017-01-24,133,United Artists,89,4291
m/1037864-father_of_the_bride,Father of the Bride,PG,COMEDY,Charles Shyer,1991-01-01,2017-06-13,105,Touchstone Pictures,70,375160
m/1038009-rush,Rush,R,ACTION & ADVENTURE,Lili Fini Zanuck,1991-12-22,2017-04-15,120,MGM,72,8370
m/1038176-medicine_man,Medicine Man,PG-13,DRAMA,John McTiernan,1992-02-07,2016-03-04,106,Hollywood Pictures,46,37447
m/1038237-platinum_blonde,Platinum Blonde,NR,COMEDY,Frank Capra,1931-10-31,2014-05-14,90,Columbia Pictures,66,1078
m/1038526-uninvited,The Uninvited,NR,HORROR,Lewis Allen,1944-02-10,2017-03-10,98,MCA Universal Home Video,81,2702
m/1038613-italian_job,The Italian Job,G,ACTION & ADVENTURE,Peter Collinson,1969-01-01,2013-08-01,101,Paramount Pictures,86,71135
m/1038726-beethoven,Beethoven,PG,COMEDY,Brian Levant,1992-04-03,2012-06-15,88,Universal Pictures,35,432362
m/1038770-high_heels,Tacones Lejanos (High Heels),R,COMEDY,Pedro Almodóvar,1991-10-23,2016-11-15,114,CiBy 2000,83,6978
m/1038978-babe,The Babe,PG,DRAMA,Arthur Hiller,1992-04-17,2015-05-07,115,MCA Universal Home Video,37,7355
m/1038990-cutting_edge,The Cutting Edge,PG,COMEDY,Paul Michael Glaser,1992-01-01,2015-08-27,101,MGM Home Entertainment,76,43281
m/1039071-gladiator,Gladiator,R,ACTION & ADVENTURE,Rowdy Herrington,,2012-04-16,102,Sony Pictures Home Entertainment,68,9794
m/1039132-kid_galahad,Kid Galahad,NR,DRAMA,Michael Curtiz,1937-05-29,2016-11-21,101,Warner Home Video,68,395
m/1039270-deep_cover,Deep Cover,R,ACTION & ADVENTURE,Bill Duke,1992-04-15,2016-04-27,108,WARNER BROTHERS PICTURES,77,8512
m/1039460-all_i_want_for_christmas,All I Want for Christmas,G,COMEDY,Robert H. Lieberman,1991-11-08,2016-12-26,92,Paramount Home Video,59,9725
m/1039511-class_act,Class Act,PG-13,COMEDY,Randall Miller,1992-06-01,2016-06-07,98,Warner Home Video,72,6068
m/1039515-edward_ii,Edward II,R,DRAMA,Derek Jarman,1992-03-20,2018-06-12,91,BBC,75,1349
m/1039575-1039575-midnight_clear,A Midnight Clear,R,ACTION & ADVENTURE,Keith Gordon,1992-04-24,2017-05-22,107,Sony Pictures Home Entertainment,79,3707
m/1039796-boomerang,Boomerang,R,COMEDY,Reginald Hudlin,1992-07-01,2013-08-01,118,Paramount Pictures,59,35918
m/1040198-rapid_fire,Rapid Fire,R,ACTION & ADVENTURE,"Dwight H. Little, Dwight Little",1992-08-21,2015-11-25,95,Twentieth Century Fox Home Entertainment,55,10301
m/1040204-live_wire,Live Wire,R,ACTION & ADVENTURE,Christian Duguay,1992-09-03,2012-01-01,85,WARNER BROTHERS PICTURES,30,2015
m/1040322-of_mice_and_men,Of Mice and Men,PG-13,DRAMA,Gary Sinise,1992-10-02,2015-09-13,110,Metro-Goldwyn-Mayer Pictures,82,47865
m/1040324-body_parts,Body Parts,R,HORROR,Eric Red,1991-08-02,2017-01-01,88,Paramount Home Video,33,7005
m/1040378-cool_world,Cool World,PG-13,ACTION & ADVENTURE,Ralph Bakshi,1992-07-10,2016-08-10,102,Paramount Home Video,31,54819
m/1040379-singles,Singles,PG-13,COMEDY,Cameron Crowe,1992-09-18,2008-01-15,99,Warner Home Video,72,21724
m/1040398-naked_city,The Naked City,NR,DRAMA,Jules Dassin,1948-03-04,2017-02-27,96,Universal Pictures,80,3266
m/1040442-conquest_of_space,Conquest of Space,NR,SCIENCE FICTION & FANTASY,Byron Haskin,1955-04-20,2016-03-24,80,Paramount Pictures,26,706
m/1040484-wind,Wind,PG-13,ACTION & ADVENTURE,Carroll Ballard,1992-01-01,2012-04-16,125,Sony Pictures Home Entertainment,82,2954
m/1040678-last_of_the_mohicans,The Last of the Mohicans,R,ACTION & ADVENTURE,Michael Mann,1992-09-25,2012-07-01,114,Twentieth Century Fox Home Entertainment,88,207424
m/1040798-husbands_and_wives,Husbands and Wives,R,COMEDY,Woody Allen,1992-10-18,2012-04-16,93,Sony Pictures Home Entertainment,87,14161
m/1040893-hero,Hero,PG-13,COMEDY,Stephen Frears,1992-10-02,2012-04-16,116,Columbia Pictures,50,16898
m/1041055-ned_kelly,"Ned Kelly (Ned Kelly, Outlaw)",PG,ACTION & ADVENTURE,Tony Richardson,1970-10-07,2017-03-20,101,United Artists,26,1144
m/1041070-hallelujah,Hallelujah,NR,DRAMA,King Vidor,1929-08-20,2016-05-23,106,WARNER BROTHERS PICTURES,55,897
m/1041082-sea_wolf,The Sea Wolf,PG-13,ACTION & ADVENTURE,Michael Curtiz,1941-01-01,2012-04-16,90,Warner Bros. Pictures,76,247
m/1041862-forever_young,Forever Young,PG,DRAMA,Steve Miner,1992-12-16,2010-10-01,102,Warner Home Video,53,59713
m/1041870-matinee,Matinee,PG,COMEDY,Joe Dante,1992-06-01,2016-04-19,99,Universal Pictures,62,7011
m/1041911-unforgiven,Unforgiven,R,DRAMA,Clint Eastwood,1992-08-03,2008-08-15,130,Warner Bros. Pictures,93,122729
m/1042059-leap_of_faith,Leap of Faith,PG-13,COMEDY,Richard Pearce,1992-12-18,2016-08-10,108,Paramount Home Video,45,10923
m/1042135-malcolm_x,Malcolm X,PG-13,DRAMA,Spike Lee,1992-11-18,2011-01-25,201,Warner Bros.,91,56970
m/1042161-love_on_the_run,Love on the Run,NR,COMEDY,W.S. Van Dyke,1936-11-20,2013-12-03,80,Unknown,61,275
m/1042193-scent_of_a_woman,Scent of a Woman,R,DRAMA,Martin Brest,1992-12-23,2015-05-07,157,Universal Pictures,92,119250
m/1042212-nowhere_to_run,Nowhere to Run,R,ACTION & ADVENTURE,Robert Harmon,1993-01-01,2012-04-16,95,Sony Pictures Home Entertainment,32,20711
m/1042281-sniper,Sniper,R,ACTION & ADVENTURE,Luis Llosa,1993-06-01,2012-04-16,99,Sony Pictures Home Entertainment,55,20720
m/1042416-crush,The Crush,R,DRAMA,Alan Shapiro,1993-04-02,2016-08-10,89,Warner Home Video,41,20272
m/1042466-boiling_point,Boiling Point,R,ACTION & ADVENTURE,James B. Harris,1993-04-16,2008-01-01,93,Warner Home Video,21,10271
m/1042491-indian_summer,Indian Summer,PG-13,COMEDY,Mike Binder,1993-04-23,2016-08-10,98,Buena Vista,65,6815
m/1042538-alive,Alive,R,ACTION & ADVENTURE,Frank Marshall,1993-01-15,2016-02-29,127,Buena Vista,68,46646
m/1042629-point_of_no_return,Point of No Return (The Assassin),R,ACTION & ADVENTURE,John Badham,1993-03-19,2008-10-10,103,Warner Home Video,50,30177
m/1043331-born_yesterday,Born Yesterday,PG,COMEDY,Luis Mandoki,1993-03-26,2016-08-10,101,Buena Vista,27,5986
m/1043378-stalker,Stalker,NR,ACTION & ADVENTURE,Andrei Tarkovsky,1979-08-01,2017-07-18,163,Zweites Deutsches Fernsehen,93,25338
m/1043923-browning_version,The Browning Version,NR,DRAMA,Anthony Asquith,1951-03-13,2017-03-23,90,Criterion Collection,95,742
m/1043958-posse,Posse,R,ACTION & ADVENTURE,Mario Van Peebles,1993-05-14,2016-10-01,109,PolyGram Video,48,6801
m/1043960-made_in_america,Made in America,PG-13,COMEDY,Richard Benjamin,1993-05-28,2015-07-01,110,Phase 4 Films,30,42394
m/1044214-cliffhanger,Cliffhanger,R,ACTION & ADVENTURE,Renny Harlin,1993-05-28,2015-05-08,112,TriStar Pictures,52,182909
m/1044391-frankenstein,Frankenstein,NR,DRAMA,David Wickes,1992-12-29,2017-03-11,117,,47,104
m/1044522-firm,The Firm,R,DRAMA,Sydney Pollack,1993-06-01,2013-08-01,154,Paramount Pictures,64,67961
m/1044836-black_scorpion,The Black Scorpion,NR,HORROR,Edward Ludwig,1957-10-11,2015-11-01,88,WARNER BROTHERS PICTURES,33,1233
m/1044925-lodger,The Lodger: A Story of the London Fog,NR,DRAMA,Alfred Hitchcock,1928-06-10,2017-05-22,91,Video Yesteryear,76,4633
m/1045171-equinox,Equinox,R,DRAMA,Alan Rudolph,1992-06-01,2017-03-02,110,Sony Pictures Home Entertainment,42,1320
m/1045328-gypsy,Gypsy,NR,COMEDY,Emile Ardolino,,2017-03-23,150,Cabin Fever Entertainment,76,4576
m/1045334-wide_sargasso_sea,Wide Sargasso Sea,R,DRAMA,John Duigan,1993-04-16,2016-10-20,96,Sony Pictures Home Entertainment,37,1116
m/1045518-secret_garden,The Secret Garden,G,DRAMA,Agnieszka Holland,1993-03-18,2011-01-01,101,WARNER BROTHERS PICTURES,80,195111
m/1045568-strictly_ballroom,Strictly Ballroom,PG,COMEDY,Baz Luhrmann,1992-02-01,2015-05-27,92,Miramax,87,43325
m/1045706-calendar_girl,Calendar Girl,PG-13,COMEDY,John Whitesell,,2014-01-02,90,Sony Pictures Home Entertainment,31,5261
m/1045833-savage_messiah,Savage Messiah,R,DRAMA,Ken Russell,1972-09-01,2016-02-17,100,,79,354
m/1045933-deadfall,Deadfall,R,DRAMA,Christopher Coppola,1993-07-15,2016-12-30,99,Trimark,25,1364
m/1045992-much_ado_about_nothing,Much Ado About Nothing,PG-13,COMEDY,Kenneth Branagh,1993-05-07,2016-02-01,110,Screenvision,86,51472
m/1046035-airborne,Airborne,PG,ACTION & ADVENTURE,Rob Bowman,,2016-05-26,91,Warner Bros.,59,8543
m/1046038-gettysburg,Gettysburg,PG,DRAMA,Ronald F. Maxwell,1993-10-08,2009-01-01,254,Turner Home Entertainment,89,29365
m/1046049-fatal_instinct,Fatal Instinct,PG-13,COMEDY,Carl Reiner,1993-10-29,2017-02-01,88,MGM Home Entertainment,40,5619
m/1046060-high_noon,High Noon,PG,WESTERN,Fred Zinnemann,1952-07-24,2016-08-10,85,United Artists,89,25442
m/1046076-home_of_our_own,A Home of Our Own,PG,DRAMA,Tony Bill,1993-01-01,2016-10-20,102,PolyGram Video,73,4778
m/1046129-fugitive,The Fugitive,PG-13,ACTION & ADVENTURE,Andrew Davis,1993-08-06,2015-05-08,127,Warner Bros. Pictures,89,267812
m/1046151-fearless,Fearless,R,DRAMA,Peter Weir,1993-01-01,2008-09-01,121,Warner Bros. Pictures,80,12368
m/1046180-trauma,Trauma (Dario Argento's Trauma),R,HORROR,Dario Argento,1993-03-12,2019-10-13,105,Worldvision Home Video,41,4026
m/1046227-cool_runnings,Cool Runnings,PG,COMEDY,Jon Turteltaub,1993-10-01,2015-12-13,97,Disney,81,532977
m/1046655-skin_game,The Skin Game,NR,COMEDY,Alfred Hitchcock,1931-06-20,2014-12-21,87,Warner Home Video,17,345
m/1046723-man_who_loved_women,The Man Who Loved Women,R,COMEDY,Blake Edwards,1983-12-16,2012-04-16,110,Sony Pictures Home Entertainment,37,1591
m/1046724-impact,Impact,NR,DRAMA,Arthur Lubin,1949-01-01,2016-08-11,111,United Artists,54,700
m/1046771-into_the_west,Into the West,PG,ACTION & ADVENTURE,,1993-01-01,2016-11-30,102,Miramax,79,4348
m/1046772-three_musketeers,The Three Musketeers,PG,ACTION & ADVENTURE,Stephen Herek,1993-11-12,2016-05-27,105,Disney,62,169772
m/1046873-alice_in_wonderland,Alice in Wonderland,G,ACTION & ADVENTURE,Nick Willing,1999-02-28,2017-01-25,96,Artisan Entertainment,62,24497
m/1047550-scared_stiff,Scared Stiff,NR,COMEDY,George Marshall,,2016-09-28,108,Paramount Pictures,74,2512
m/1047928-gunmen,Gunmen,R,ACTION & ADVENTURE,Deran Sarafian,1993-06-01,2016-04-14,90,Live Home Video,35,2103
m/1047940-dangerous_game,Dangerous Game,R,DRAMA,Abel Ferrara,1993-01-01,2018-01-04,107,MGM Home Entertainment,45,2561
m/1047985-getaway,The Getaway,R,ACTION & ADVENTURE,Roger Donaldson,1994-02-11,2016-06-01,115,Universal,28,8800
m/1048301-angels_in_the_outfield,Angels in the Outfield,NR,COMEDY,Clarence Brown,1951-10-17,2008-08-04,102,MGM,63,9425
m/1048333-heaven_and_earth,Heaven & Earth,R,DRAMA,Oliver Stone,1994-06-01,2015-05-08,140,Warner Home Video,70,5512
m/1048445-snow_white_and_the_seven_dwarfs,Snow White and the Seven Dwarfs,G,SCIENCE FICTION & FANTASY,"David Hand, William Cottrell, David D. Hand, Wilfred Jackson, Larry Morey, Perce Pearce, Ben Sharpsteen, Dorothy Ann Blank, Dick Richard, Walt Disney, Richard Creedon, Merrill de Maris, Webb Smith",1937-12-21,2016-09-01,80,Walt Disney Pictures,78,470351
m/1048585-sugar_hill,Sugar Hill,R,DRAMA,Leon Ichaso,1994-02-25,2016-02-14,123,20th Century Fox,69,6711
m/1049512-young_americans,The Young Americans,R,ACTION & ADVENTURE,"Vernon Layton, Danny Cannon",1993-10-08,2016-05-23,104,Lionsgate,41,797
m/1049883-alice,Alice (Neco z Alenky),NR,HORROR,Jan Svankmajer,1988-01-01,2020-04-17,90,First Run Features,80,11937
m/1050388-last_man_on_earth,The Last Man on Earth,NR,DRAMA,"Ubaldo Ragona, Sidney Salkow",1964-03-08,2013-03-05,86,MGM,69,11612
m/1051219-bad_girls,Bad Girls,R,ACTION & ADVENTURE,Jonathan Kaplan,1994-04-22,2015-11-25,99,Twentieth Century Fox Home Entertainment,40,50675
m/1052200-dream_lover,Dream Lover,R,DRAMA,Nicholas Kazan,1994-01-01,2018-01-04,103,PolyGram Video,40,928
m/1052529-black_beauty,Black Beauty,G,ACTION & ADVENTURE,Caroline Thompson,1994-07-29,2008-01-01,85,Live Home Video,75,74339
m/1052608-circus,The Circus,G,ACTION & ADVENTURE,Charles Chaplin,1928-01-06,2017-05-22,72,Allied Artists,94,6725
